loans,n_binds_loanlevel,bind_rate_pct_loanlevel,mean_ratio_loanlevel,aggregate_irb_sa_ratio,mean_irb_rw_pct,mean_sa_rw_pct,total_irb_rwa,total_sa_rwa,aggregate_floor_rwa,floored_rwa,aggregate_rwa_uplift,aggregate_extra_capital
4464305,3450925,77.30038606233222,0.5431237464358548,0.5410544986921223,17.586510413828265,33.28030342908919,196423789682.5739,363038825400.0,263203148415.0,263203148415.0,66779358732.42609,5342348698.594087
